,DSC,IoU,AHD,VS,Accuracy,Sensitivity,Specificity,AUC
dataset_mean,0.299402390438247,0.23430278884462155,67.75083665338646,0.3883266932270916,0.983187250996016,0.2837848605577689,0.9967330677290837,0.6460956175298805
